id,given_name,family_name,birth_date,gender,area,area_id,group,group_id,term,source
TOHA,Tore,Hagebakken,1961-01-08,male,Oppland,Op,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017
TRI,Torbjørn Røe,Isaksen,1978-07-28,male,Telemark,Te,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017
TROH,Trond,Helleland,1962-07-10,male,Buskerud,Bu,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017
TSG,Trine Skei,Grande,1969-10-02,female,Oslo,Os,Venstre,V,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017
TTS,Torstein Tvedt,Solberg,1985-03-02,male,Rogaland,Ro,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017
TWT,Tone Wilhelmsen,Trøen,1966-02-23,female,Akershus,Ak,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017
UIL,Ulf,Leirstein,1973-06-30,male,Østfold,Øs,Fremskrittspartiet,FrP,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017
ØYVH,Øyvind,Halleraker,1951-10-27,male,Hordaland,Ho,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017
AAST,Arild,Grande,1978-04-05,male,Nord-Trøndelag,NT,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017
AAUK,Åsmund,Aukrust,1985-02-28,male,Akershus,Ak,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017
ADA,André Oktay,Dahl,1975-07-07,male,Akershus,Ak,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
AESO,Arne,Sortevik,1947-03-12,male,Hordaland,Ho,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
AGES,Åge,Starheim,1946-05-23,male,Sogn og Fjordane,SF,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
AKSH,Aksel,Hagen,1953-10-04,male,Oppland,Op,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ALEH,Alf Egil,Holmelid,1947-12-13,male,Vest-Agder,VA,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ALJ,Anna,Ljunggren,1984-06-13,female,Nordland,No,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ALYS,Audun,Lysbakken,1977-09-30,male,Hordaland,Ho,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ANA,Anders,Anundsen,1975-11-17,male,Vestfold,Ve,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ANMB,Anne Marit,Bjørnflaten,1969-06-18,female,Troms,Tr,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ANNH,Anniken,Huitfeldt,1969-11-29,female,Akershus,Ak,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ANS,Anne-Grete,Strøm-Erichsen,1949-10-21,female,Hordaland,Ho,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ARK,Arve,Kambe,1974-11-25,male,Rogaland,Ro,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ASC,Åse,Michaelsen,1960-06-04,female,Vest-Agder,VA,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ATR,Anette,Trettebergstuen,1981-05-25,female,Hedmark,He,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ATW,Anne Tingelstad,Wøien,1965-06-18,female,Oppland,Op,Senterpartiet,Sp,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
AWE,Anders B.,Werp,1961-12-16,male,Buskerud,Bu,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
BEHA,Bendiks H.,Arnesen,1951-06-09,male,Troms,Tr,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
BENH,Bent,Høie,1971-05-04,male,Rogaland,Ro,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
BLO,Bjørn,Lødemel,1958-08-19,male,Sogn og Fjordane,SF,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
BT,Borghild,Tenden,1951-06-23,female,Akershus,Ak,Venstre,V,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
BTH,Bente,Thorsen,1958-10-31,female,Rogaland,Ro,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
BVS,Bård Vegar,Solhjell,1971-12-22,male,Akershus,Ak,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
BÅH,Bård,Hoksrud,1973-03-26,male,Telemark,Te,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
CT,Christian,Tybring-Gjedde,1963-08-08,male,Oslo,Os,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
DE,Dagrun,Eriksen,1971-06-28,female,Vest-Agder,VA,Kristelig Folkeparti,KrF,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
DH,Dagfinn,Høybråten,1957-12-02,male,Rogaland,Ro,Kristelig Folkeparti,KrF,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
DOT,Dag Ole,Teigen,1982-08-10,male,Hordaland,Ho,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
DTA,Dag Terje,Andersen,1957-05-27,male,Vestfold,Ve,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
EAS,Elisabeth,Aspaker,1962-10-16,female,Troms,Tr,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
EBO,Else-May,Botten,1973-08-16,female,Møre og Romsdal,MR,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
EIRS,Eirik,Sivertsen,1971-03-17,male,Nordland,No,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
EKS,Eirin,Sund,1967-04-06,female,Rogaland,Ro,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ELN,Elisabeth Røbekk,Nørve,1951-03-29,female,Møre og Romsdal,MR,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ES,Erna,Solberg,1961-02-24,female,Hordaland,Ho,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
EVH,Eva Kristin,Hansen,1973-03-05,female,Sør-Trøndelag,ST,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
FBJ,Frank,Bakke-Jensen,1965-03-08,male,Finnmark,Fi,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
FR,Freddy,de Ruiter,1969-04-04,male,Aust-Agder,AA,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
GAG,Gunnar,Gundersen,1956-05-21,male,Hedmark,He,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
GEHN,Geir-Ketil,Hansen,1956-03-13,male,Nordland,No,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
GJB,Geir Jørgen,Bekkevold,1963-11-19,male,Telemark,Te,Kristelig Folkeparti,KrF,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
GJH,Gjermund,Hagesæter,1960-12-12,male,Hordaland,Ho,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
GJK,Gerd Janne,Kristoffersen,1952-11-18,female,Nord-Trøndelag,NT,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
GKG,Gunn Karin,Gjul,1967-07-26,female,Sør-Trøndelag,ST,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
GOK,Gorm,Kjernli,1981-12-31,male,Akershus,Ak,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
GUE,Gunvor,Eldegard,1963-04-14,female,Akershus,Ak,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
GUO,Gunn,Olsen,1952-09-18,female,Telemark,Te,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
HAFA,Hans Frode Kielland,Asmyhr,1970-02-26,male,Akershus,Ak,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
HEH,Heikki Eidsvoll,Holmås,1972-06-28,male,Oslo,Os,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
HEW,Henning,Warloe,1961-03-24,male,Hordaland,Ho,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
HHL,Hallgeir H.,Langeland,1955-11-14,male,Rogaland,Ro,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
HML,Hilde,Magnusson,1970-06-11,female,Hordaland,Ho,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
HOSY,Hans Olav,Syversen,1966-11-25,male,Oslo,Os,Kristelig Folkeparti,KrF,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
HPED,Helga,Pedersen,1973-01-13,female,Finnmark,Fi,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
HSK,Henning,Skumsvoll,1947-03-15,male,Vest-Agder,VA,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
HTA,Hadia,Tajik,1983-07-18,female,Oslo,Os,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
HTN,Harald T.,Nesvik,1966-05-04,male,Møre og Romsdal,MR,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
IAG,Ingebjørg Amanda,Godskesen,1957-05-26,female,Aust-Agder,AA,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
IBTH,Ib,Thomsen,1961-10-06,male,Akershus,Ak,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
IHE,Ingrid,Heggø,1961-08-12,female,Sogn og Fjordane,SF,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
IJ,Irene,Johansen,1961-01-07,female,Østfold,Øs,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
IME,Ine M. Eriksen,Søreide,1976-05-02,female,Oslo,Os,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
IMT,Inga Marte,Thorkildsen,1976-07-02,female,Vestfold,Ve,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
IOL,Ingalill,Olsen,1955-12-15,female,Finnmark,Fi,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
IRLN,Irene Lange,Nordahl,1968-02-11,female,Troms,Tr,Senterpartiet,Sp,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
ISC,Ingjerd,Schou,1955-01-20,female,Østfold,Øs,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
IVK,Ivar,Kristiansen,1956-02-18,male,Nordland,No,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JAE,Jan Arild,Ellingsen,1958-10-09,male,Nordland,No,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JASP,Jorodd,Asphjell,1960-07-17,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JBO,Jan,Bøhler,1952-03-01,male,Oslo,Os,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JES,Jens,Stoltenberg,1959-03-16,male,Oslo,Os,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JF,Jan-Henrik,Fredriksen,1956-10-02,male,Finnmark,Fi,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JGS,Jonas Gahr,Støre,1960-08-25,male,Oslo,Os,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JHR,Jørund,Rytman,1977-05-04,male,Buskerud,Bu,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JKL,Jenny,Klinge,1975-11-28,female,Møre og Romsdal,MR,Senterpartiet,Sp,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JONG,Jon Jæger,Gåsvatn,1954-06-19,male,Østfold,Øs,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JSN,Janne Sjelmo,Nordås,1964-05-11,female,Nordland,No,Senterpartiet,Sp,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
JTS,Jan Tore,Sanner,1965-05-06,male,Akershus,Ak,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KARH,Kari,Henriksen,1955-08-10,female,Vest-Agder,VA,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KES,Kenneth,Svendsen,1954-08-02,male,Nordland,No,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KETS,Ketil,Solvik-Olsen,1972-02-14,male,Rogaland,Ro,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KHA,Kristin,Halvorsen,1960-09-02,female,Oslo,Os,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KJR,Kjell Ingolf,Ropstad,1985-06-01,male,Aust-Agder,AA,Kristelig Folkeparti,KrF,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KJT,Kjersti,Toppe,1967-10-20,female,Hordaland,Ho,Senterpartiet,Sp,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KKK,Kari Kjønaas,Kjos,1962-01-25,female,Akershus,Ak,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KNAH,Knut Arild,Hareide,1972-11-23,male,Akershus,Ak,Kristelig Folkeparti,KrF,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KNUS,Knut,Storberget,1964-10-06,male,Hedmark,He,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KSIM,Kåre,Simensen,1955-08-30,male,Finnmark,Fi,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KSW,Karin S.,Woldseth,1954-08-09,female,Hordaland,Ho,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
KAAN,Karin,Andersen,1952-12-16,female,Hedmark,He,Sosialistisk Venstreparti,SV,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
LAG,Laila,Gustavsen,1973-10-24,female,Buskerud,Bu,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
LAPB,Lars Peder,Brekk,1955-10-08,male,Nord-Trøndelag,NT,Senterpartiet,Sp,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
LCH,Linda C. Hofstad,Helleland,1977-08-26,female,Sør-Trøndelag,ST,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
LD,Laila,Dåvøy,1948-08-11,female,Hordaland,Ho,Kristelig Folkeparti,KrF,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
LHH,Line Henriette,Hjemdal,1971-10-18,female,Østfold,Øs,Kristelig Folkeparti,KrF,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
LIC,Lise,Christoffersen,1955-08-05,female,Buskerud,Bu,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
LILH,Lillian,Hansen,1957-05-17,female,Nordland,No,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
LMY,Lars,Myraune,1944-08-05,male,Nord-Trøndelag,NT,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
LRE,Laila Marie,Reiertsen,1960-10-19,female,Hordaland,Ho,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
LSN,Liv Signe,Navarsete,1958-10-23,female,Sogn og Fjordane,SF,Senterpartiet,Sp,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
MAGR,Magne,Rommetveit,1956-04-27,male,Hordaland,Ho,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
MAKO,Martin,Kolberg,1949-02-24,male,Buskerud,Bu,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
MAM,Marianne,Marthinsen,1980-08-25,female,Oslo,Os,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
METH,Mette,Hanekamhaug,1987-06-04,female,Møre og Romsdal,MR,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
MIT,Michael,Tetzschner,1954-02-09,male,Oslo,Os,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
MMK,Magnhild Meltveit,Kleppa,1948-11-12,female,Rogaland,Ro,Senterpartiet,Sp,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
MN,Marit,Nybakk,1947-02-14,female,Oslo,Os,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
MOJ,Morten Ørsal,Johansen,1964-09-11,male,Oppland,Op,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
MORH,Morten,Høglund,1965-07-16,male,Akershus,Ak,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
MAAA,Marianne,Aasen,1967-02-21,female,Akershus,Ak,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
NA,Nikolai,Astrup,1978-06-12,male,Oslo,Os,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
OBM,Ola Borten,Moe,1976-06-06,male,Sør-Trøndelag,ST,Senterpartiet,Sp,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
OG,Oskar J.,Grimstad,1954-11-08,male,Møre og Romsdal,MR,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
OLET,Olemic,Thommessen,1956-04-18,male,Oppland,Op,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
OVA,Øyvind,Vaksdal,1955-10-19,male,Rogaland,Ro,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
OYK,Øyvind,Korsberg,1960-01-31,male,Troms,Tr,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
PB,Per Roar,Bredvold,1957-03-05,male,Hedmark,He,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
PEG,Peter Skovholt,Gitmark,1977-04-15,male,Vest-Agder,VA,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
PEMY,Peter N.,Myhre,1954-11-29,male,Oslo,Os,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013
