id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Muzinger,identifier__journalisted,identifier__EuroparlMEP,family_name,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NTA,identifier__NLA,identifier__NPG,identifier__MusicBrainz,identifier__SELIBR,identifier__NNDB,identifier__Oxforddnb,identifier__GTAA,honorific_prefix,identifier__hansard,wikipedia__en,identifier__Munzinger,identifier__discogs,identifier__parliamentDOTuk,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,name__ko,name__tr,name__el,name__tl,name__af,name__en_ca,name__en_gb,name__uk,name__fa,wikipedia__af,wikipedia__da,wikipedia__el,wikipedia__ko,wikipedia__no,wikipedia__tl,wikipedia__tr,wikipedia__uk,name__ro,wikipedia__ro,wikipedia__enwikiquote,wikipedia__commons,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__be,name__id,name__bn,name__ar,name__pt,name__eo,name__be_tarask,name__cs,name__bg,name__ckb,name__az,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__cs,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__nn,wikipedia__pt,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__ja,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__ja,wikipedia__sco,wikipedia__sr,name__an,name__bs,name__ceb,name__et,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__vec,name__wa,name__gd,name__yo,name__pnb,name__ku_arab,name__ku_latn,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__ur,wikipedia__yo,name__ta,wikipedia__ta,name__vmf,name__nan,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__zh_min_nan,name__de_ch,name__nrm,wikipedia__nrm,wikipedia__bgwikiquote
Q5539001,George Ennis,George Ennis,,male,,,,1953-02-09,,George,,,,,,,,,,,,,,,,,,,,,George Ennis,,,,,,,George Ennis,,,,,,George Ennis,,,George Ennis,,,George Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5539845,George Graham,George Graham,,male,110312705,,,1945-01-01,,George,,,,,Graham,2012-02-21,,12372119k,032751958,,,,,,,,,,,,George Graham (Northern Ireland politician),,,,,,,George Graham,,,,,,,,,George Graham,,,George Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5543965,George Robinson,George Robinson,,male,,,,1941-05-30,,George,,,,,,,,,,,,,,,,,,,,,George Robinson (politician),,,,,,,George Robinson,,,,,,,,,George Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5544306,George Savage,George Savage,,male,,,,1941-11-26,,George,,,,,,2014-10-01,,,,,,,,,,,,,,,George Savage (politician),,,,,,,George Savage,,,,,,,,,George Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5544391,George Seawright,George Seawright,,male,315945564,,,,,George,,,,,,1987-12-03,,,,,,,,,,,,,,,George Seawright,,,,,,,,,George Seawright,,,,,,,George Seawright,,,George Seawright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5549740,Geraldine Dougan,Geraldine Dougan,,female,,,,1973-01-01,,Geraldine,,,,,,,,,,,,,,,,,,,,,Geraldine Dougan,,,,,,,Geraldine Dougan,,,,,,Geraldine Dougan,,,Geraldine Dougan,,,Geraldine Dougan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5552825,Gerry Kelly,Gerry Kelly,,male,41329252,,,1953-04-05,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry Kelly,,,,,,,Gerry Kelly,,Gerry Kelly,,,,,,,Gerry Kelly,,Gearóid Ó Ceallaigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5568678,Glenn Barr,Glenn Barr,https://upload.wikimedia.org/wikipedia/commons/9/93/Glenn_Barr.jpg,male,,,,1932-01-01,,Glenn,,,,,,,,,,,,,,,,,,,,,Glenn Barr,,,,,,,Glenn Barr,,Glenn Barr,,,,Glenn Barr,,,Glenn Barr,,,Glenn Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5568755,Roy Beggs,Roy Beggs,,male,,,,1936-02-20,,Roy,,,,,,,,,,,,,,,,,,,,mr-roy-beggs,Roy Beggs,,,,,,,Roy Beggs,,Roy Beggs,,,,,,,Roy Beggs,,,Roy Beggs,Roy Beggs,,,,,,,,,,,,,,,,,,,,,,,,,Roy Beggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5585084,Gordon Dunne,Gordon Dunne,https://upload.wikimedia.org/wikipedia/commons/9/97/Gordon_Dunne.jpg,male,,,,1959-04-04,,Gordon,,,,,,,,,,,,,,,,,,,,,Gordon Dunne,,,,,,,Gordon Dunne,,,,,,Gordon Dunne,,,Gordon Dunne,,,Gordon Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5585521,Gordon Mawhinney,Gordon Mawhinney,,male,,,,1943-01-04,,Gordon,,,,,,,,,,,,,,,,,,,,,Gordon Mawhinney,,,,,,,Gordon Mawhinney,,,,,,,,,Gordon Mawhinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5661723,Harold McCusker,Harold McCusker,,male,11829589,,,1940-02-07,,Harold,,,,,,1990-02-12,,,,,,,,,,,,,,mr-harold-mccusker,Harold McCusker,,,,,,,Harold McCusker,,Harold McCusker,,,,,,,Harold McCusker,,,Harold McCusker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5735901,Herbert Whitten,Herbert Whitten,,male,,,,1909-01-01,,Herbert,,,,,,1981-01-01,,,,,,,,,,,,,,,Herbert Whitten,,,,,,,Herbert Whitten,,,,,,,,,Herbert Whitten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5931506,Hugh Logue,Hugh Logue,,male,,,,1949-01-01,,Hugh,,,,,,,,,,,,,,,,,,,,,Hugh Logue,,,,,,,Hugh Logue,,Hugh Logue,,,,Hugh Logue,,,Hugh Logue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5932726,Hugh Smyth,Hugh Smyth,,male,,,,1941-01-01,,Hugh,,,,,,2014-05-12,,,,,,,,,,,,,,,Hugh Smyth,,,,,,,Hugh Smyth,,Hugh Smyth,,,,,,,Hugh Smyth,,,Hugh Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5933073,Hugh Wilson,Hugh Wilson,,male,,,,1905-01-01,,Hugh,,,,,Wilson,1998-01-04,,,,,,,,,,,,,,,Hugh Wilson (Northern Ireland politician),,,,,,,Hugh Wilson,,,,,,,,,Hugh Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5980734,Ian Adamson,Ian Adamson,,male,88398169,,,1944-01-01,,Ian,,,,,,,,,,,,,,,,,,,,,Ian Adamson,,,,,,,Ian Adamson,,Ian Adamson,,,,Ian Adamson,,,Ian Adamson,,,Ian Adamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5982264,Ian McCrea,Ian McCrea,,male,,,,1976-01-01,,Ian,,,,,,,,,,,,,,,,,,,,,Ian McCrea,,,,,,,Ian McCrea,,,,,,Ian McCrea,,,Ian McCrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6096121,Ivan Davis,Ivan Davis,,male,,,,1937-04-16,,Ivan,,,,,,,,,,,,,,,,,,,,,Ivan Davis (politician),,,,,,,Ivan Davis,,,,,,,,,Ivan Davis,,,Ivan Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6096240,Ivan Foster,Ivan Foster,,male,,,,1943-01-01,,Ivan,,,,,,,,,,,,,,,,,,,,,Ivan Foster,,,,,,,Ivan Foster,,Ivan Foster,,,,Ivan Foster,,,Ivan Foster,,,Ivan Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6110990,Jack Allen,Jack Allen,,male,,,,,,Jack,,,,,,,,,,,,,,,,,,,,,Jack Allen (politician),,,,,,,,,,,,,,,,Jack Allen,,,Jack Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6114012,Jack McKee,Jack McKee,,male,,,,1944-01-01,,Jack,,,,,,2015-10-04,,,,,,,,,,,,,,,Jack McKee,,,,,,,Jack McKee,,,,,,,,,Jack McKee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6131866,James Craig,James Craig,,male,,,,1931-01-01,,James,,,,,,1974-11-02,,,,,,,,,,,,,,,"James Craig (County Antrim, 20th century)",,,,,,,James Craig,,,,,,,,,James Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6137309,James Kilfedder,James Kilfedder,,male,,,,1928-07-16,,James,,,,,,1995-03-20,,,,,,,,,,,,,,mr-james-kilfedder,James Kilfedder,,,,,,,,,James Kilfedder,,,,,,,James Kilfedder,,,James Kilfedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6138001,James Leslie,James Leslie,,male,,,,1958-03-01,,James,,,,,,2009-02-22,,,,,,,,,,,,,,,James Leslie (UK politician),,,,,,,James Leslie,,James Leslie,,,,,,,James Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6139207,James McClure,James McClure,,male,,,,1926-01-01,,James,,,,,,2014-08-03,,,,,,,,,,,,,,,James McClure (Unionist politician),,,,,,,James McClure,,,,,,,,,James McClure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6139266,James McDonald,James McDonald,,male,,,,,,James,,,,,,,,,,,,,,,,,,,,,James McDonald (Irish politician),,,,,,,,,,,,,,,,James McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6143773,James Stronge,James Stronge,,male,,,,1932-06-21,,James,,,,,,1981-01-21,,,,,,,,,,,,,,,James Stronge (politician),,,,,,,James Stronge,,James Stronge,,,,,,,James Stronge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6152576,Jane Morrice,Jane Morrice,,female,,,,1954-05-11,,Jane,,,,,,,,,,,,,,,,,,,,,Jane Morrice,,,,,,,Jane Morrice,,Jane Morrice,,,,,,,Jane Morrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6170466,Jean Coulter,Jean Coulter,,female,,,,,,Jean,,,,,,,,,,,,,,,,,,,,,Jean Coulter,,,,,,,,,,,,,,,,Jean Coulter,,,Jean Coulter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6181178,Jeremy Burchill,Jeremy Burchill,,male,,,,1952-01-01,,Jeremy,,,,,,,,,,,,,,,,,,,,,Jeremy Burchill,,,,,,,Jeremy Burchill,,Jeremy Burchill,,,,,,,Jeremy Burchill,,,Jeremy Burchill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6196146,Jim Kirkpatrick,Jim Kirkpatrick,,male,,,,,,Jim,,,,,,,,,,,,,,,,,,,,,Jim Kirkpatrick,,,,,,,,,,,,,,,,Jim Kirkpatrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6196712,Jim McAllister,Jim McAllister,,male,,,,1944-01-01,,Jim,,,,,,2013-04-09,,,,,,,,,,,,,,,Jim McAllister (Irish republican),,,,,,,Jim McAllister,,,,,,,,,Jim McAllister,,,,,,,Jim McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6198868,Jim Wells,Jim Wells,,male,,,,1957-04-27,,Jim,,,,,,,,,,,,,,,,,,,,,Jim Wells (politician),,,,,,,Jim Wells,,Jim Wells,,,,,,,Jim Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6201345,Jimmy Spratt,Jimmy Spratt,,male,,,,1951-08-19,,Jimmy,,,,,,,,,,,,,,,,,,,,,Jimmy Spratt,,,,,,,Jimmy Spratt,,,,,,,,,Jimmy Spratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6203978,Jo-Anne Dobson,Jo-Anne Dobson,,female,,,,1966-01-03,,,,,,,,,,,,,,,,,,,,,,,Jo-Anne Dobson,,,,,,,Jo-Anne Dobson,,,,,,,,,,,,Jo-Anne Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6204929,Joan Carson,Joan Carson,,female,,,,,,Joan,,,,,Carson,,,,,,,,,,,,,,,,Joan Carson,,,,,,,,,,,,,,,,Joan Carson,,,Joan Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6208911,Joe Byrne,Joe Byrne,,male,,,,1953-11-29,,Joe,,,,,,,,,,,,,,,,,,,,,Joe Byrne (politician),,,,,,,Joe Byrne,Джо Бирн,Joe Byrne,,,,,,,Joe Byrne,,,Joe Byrne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6209987,Joe Gaston,Joe Gaston,,male,,,,1926-01-01,,Joe,,,,,,,,,,,,,,,,,,,,,Joe Gaston,,,,,,,Joe Gaston,,,,,,,,,Joe Gaston,,,Joe Gaston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6210280,Joe Hendron,Joe Hendron,,male,,,,1932-11-12,,Joe,,,,,,,,,,,,,,,,,,,,,Joe Hendron,,,,,,,Joe Hendron,,Joe Hendron,,,,,,,Joe Hendron,,,Joe Hendron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6221148,John Baxter,John Baxter,,male,,,,1939-01-01,,John,,,,,,,,,,,,,,,,,,,,,John Baxter (Northern Ireland politician),,,,,,,John Baxter,,John Baxter,,,,,,,John Baxter,,,John Baxter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6223344,"John Brooke, 2nd Viscount Brookeborough","John Brooke, 2nd Viscount Brookeborough",,male,,,,1922-11-09,,John,,,,,,1987-03-05,,,,,,,,,,,,,,mr-john-brooke,"John Brooke, 2nd Viscount Brookeborough",,,,,,,,,"John Brooke, 2nd Viscount Brookeborough",,,,,,,,,,"John Brooke, 2nd Viscount Brookeborough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6225324,John Carson,John Carson,,male,,,,1933-01-01,,John,,,,,Carson,,,,,,,,,,,,,,,,John Carson (politician),,,,,,,John Carson,,,,,,,,,John Carson,,,John Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6228425,John Dallat,John Dallat,,male,,,,1947-03-24,,John,,,,,,,,,,,,,,,,,,,,,John Dallat,,,,,,,John Dallat,,John Dallat,,,,,,,John Dallat,,,John Dallat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6230436,John Dunlop,John Dunlop,,male,,,,1910-05-20,,John,,,,,,1996-03-10,,,,,,,,,,,,,,,John Dunlop (Unionist politician),,,,,,,,,John Dunlop,,,,,,,John Dunlop,,,John Dunlop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6232854,John Fee,John Fee,,male,,,,1963-12-07,,John,,,,,,2007-11-10,,,,,,,,,,,,,,,John Fee,,,,,,,John Fee,,John Fee,,,,,,,John Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6232977,John Ferguson,John Ferguson,,male,,,,1911-01-01,,John,,,,,,,,,,,,,,,,,,,,,John Ferguson (Northern Ireland politician),,,,,,,John Ferguson,,John Ferguson,,,,,,,John Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6235810,John Gorman,John Gorman,,male,7076437,,,1923-02-01,,John,,,,,,2014-05-26,,,,,,,,,,,,,,,John Gorman (politician),,,,,,,John Gorman,,John Gorman,,,,,,,John Gorman,,,John Gorman,John Gorman,,,John Gorman,John Gorman,John Gorman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6247430,John McCallister,John McCallister,,male,,,,1972-02-20,,John,,,,,,,,,,,,,,,,,,,,,John McCallister,,,,,,,John McCallister,,,,,,,,,John McCallister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6248269,John McQuade,John McQuade,,male,,,,1911-08-09,,John,,,,,,1984-11-19,,,,,,,,,,,,,,,John McQuade,,,,,,,John McQuade,,,,,,,,,John McQuade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
