id,name__fi,name,wikipedia__fi,name__sv,wikipedia__sv,name__en,wikipedia__en,image,gender,birth_date,identifier__freebase,given_name,website,identifier__ISNI,identifier__VIAF,identifier__LCAuth,identifier__EuroparlMEP,identifier__GND,identifier__BNF,identifier__IMDB,identifier__MusicBrainz,identifier__SELIBR,identifier__NTA,family_name,identifier__discogs,identifier__parlement,identifier__SUDOC,identifier__BIBSYS,identifier__Munzinger,twitter,facebook,death_date,identifier__IIAF,name__ru,name__fr,name__pl,name__nl,name__es,name__nb,name__da,name__nn,wikipedia__fr,wikipedia__pl,wikipedia__ru,name__it,name__de,name__et,name__lt,name__ca,name__uk,name__id,wikipedia__ca,wikipedia__es,wikipedia__et,wikipedia__id,wikipedia__lt,wikipedia__uk,name__en_ca,name__en_gb,wikipedia__commons,wikipedia__de,wikipedia__enwikiquote,wikipedia__fiwikiquote,name__io,name__ar,name__hu,wikipedia__ar,wikipedia__hu,wikipedia__io,wikipedia__no,name__tr,wikipedia__tr,name__sco,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__eo,name__cs,name__fa,name__bg,name__zh,name__sk,wikipedia__bg,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__fa,wikipedia__it,wikipedia__pt,wikipedia__sk,wikipedia__zh,name__lv,wikipedia__lv,name__lb,name__he,name__ko,name__yo,name__ja,name__el,name__vi,name__sr,name__se,name__cy,name__os,name__be,name__pt_br,name__is,name__lmo,name__oc,name__la,wikipedia__be,wikipedia__cy,wikipedia__el,wikipedia__he,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__nl,wikipedia__os,wikipedia__plwikiquote,wikipedia__se,wikipedia__simple,wikipedia__sr,wikipedia__vi,wikipedia__yo,name__nan,name__eu,name__ie,name__ms,name__gl,name__sw,name__sh,name__sr_el,name__sr_ec,name__vep,name__nds,name__az,wikipedia__az,wikipedia__eu,wikipedia__gl,wikipedia__ie,wikipedia__ms,wikipedia__nds,wikipedia__oc,wikipedia__sh,wikipedia__sw,wikipedia__vep,wikipedia__zh_min_nan,name__hy,name__sl,name__hr,wikipedia__hr,wikipedia__hy,wikipedia__sl,name__ro,wikipedia__nn,wikipedia__ro,name__uz,name__de_ch,wikipedia__itwikiquote,wikipedia__uz,name__so,wikipedia__so,name__mg,wikipedia__mg,name__arz,name__ga,name__be_tarask,wikipedia__arz,wikipedia__be_x_old,wikipedia__ga,name__br,name__th,name__ilo,name__fo,name__ka,name__mr,wikipedia__br,wikipedia__fo,wikipedia__ilo,wikipedia__ka,wikipedia__mr,wikipedia__th,wikipedia__ukwikiquote,name__fy,wikipedia__fy,name__gsw
Q256001,Heidi Hautala,Heidi Hautala,Heidi Hautala,Heidi Hautala,Heidi Hautala,Heidi Hautala,Heidi Hautala,https://upload.wikimedia.org/wikipedia/commons/5/58/Heidi_Hautala_A4.jpg,female,1955-11-14,/m/036ch2,Heidi,http://www.heidihautala.fi/,,78898291,nb2009004715,2054,,,nm1648184,,,,Hautala,,,,,,heidihautala,heidi.hautala.14,,,"Хаутала, Хейди",Heidi Hautala,Heidi Hautala,Heidi Hautala,Heidi Hautala,Heidi Hautala,Heidi Hautala,Heidi Hautala,Heidi Hautala,Heidi Hautala,"Хаутала, Хейди",Heidi Hautala,Heidi Hautala,Heidi Hautala,,Heidi Hautala,Гейді Гаутала,,Heidi Hautala,Heidi Hautala,Heidi Hautala,,,Гейді Гаутала,,,,Heidi Hautala,Heidi Hautala,Heidi Hautala,,هيدي هاوتلا,,هيدي هاوتلا,,,,,,,,,,,,,,,Heidi Hautala,,,,,,,,,,,Heidi Hautala,,,,,,,,,,,,,,,,,,,,Heidi Hautala,,,,,,,,,,,,,,,,,,,,,,Heidi Hautala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4357986,Heli Järvinen,Heli Järvinen,Heli Järvinen,,,Heli Järvinen,Heli Järvinen,https://upload.wikimedia.org/wikipedia/commons/2/23/Heli_Järvinen.jpg,female,1963-05-31,,Heli,http://www.helijarvinen.fi,,,,,,,,,,,,,,,,,,,,,,Heli Järvinen,,,Heli Järvinen,,,,,,,,Heli Järvinen,,,,,,,,,,,,,,,,,,,,,,,,,,,Heli Järvinen,Heli Järvinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4349194,Janina Andersson,Janina Andersson,Janina Andersson,Janina Andersson,Janina Andersson,Janina Andersson,Janina Andersson,,female,1971-02-28,/m/05rjdp,Janina,,,,,,,,,,,,,,,,,,,,,,,Janina Andersson,,Janina Andersson,Janina Andersson,,,,,,,,Janina Andersson,,,,,,,,,,,,,,,,,,,,,,,,,Janina Andersson,Janina Andersson,Janina Andersson,Janina Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2614054,Jari Koskinen,Jari Koskinen,Jari Koskinen,Jari Koskinen,Jari Koskinen,Jari Koskinen,Jari Koskinen,https://upload.wikimedia.org/wikipedia/commons/7/76/Jari_Koskinen.jpg,male,1960-06-11,/m/0gwypfm,Jari,,,,,,,,,,,,,,,,,,,,,,"Коскинен, Яари",Jari Koskinen,Jari Koskinen,Jari Koskinen,Jari Koskinen,,,,Jari Koskinen,Jari Koskinen,"Коскинен, Яари",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1101848,Juha Hakola,Juha Hakola,Juha Hakola (jalkapalloilija),Juha Hakola,,Juha Hakola,Juha Hakola,,male,1987-10-27,/m/02x7p33,Juha,,,,,,,,,,,,,,,,,,,,,,,Juha Hakola,Juha Hakola,Juha Hakola,Juha Hakola,Juha Hakola,Juha Hakola,Juha Hakola,Juha Hakola,Juha Hakola,,Juha Hakola,Juha Hakola,Juha Hakola,,,,,,Juha Hakola,Juha Hakola,,,,Juha Hakola,Juha Hakola,,Juha Hakola,,,,,Juha Hakola,,Juha Hakola,,,,,,,,,,,,,Juha Hakola,,,,,,,,,,,,Juha Hakola,Juha Hakola,,,,,,,,,,,,,,,,,Juha Hakola,,,,,,,,,,,,,,,Juha Hakola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juha Hakola,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q744204,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,https://upload.wikimedia.org/wikipedia/commons/3/37/Juha_Väätäinen.jpg,male,1941-07-12,/m/0275dsp,Juha,,,,,,,,,,,,,,,,,,,,,,,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,Juha Väätäinen,,Juha Väätäinen,Juha Väätäinen,,,,,,,,,,,,Juha Väätäinen,Juha Väätäinen,,Juha Väätäinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juha Väätäinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juha Väätäinen,,,Juha Väätäinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5903411,Jyrki Kasvi,Jyrki Kasvi,Jyrki Kasvi,Jyrki Kasvi,Jyrki Kasvi,Jyrki Kasvi,Jyrki Kasvi,https://upload.wikimedia.org/wikipedia/commons/2/2c/Jyrkikasvi.jpg,male,1964-01-06,/m/05s6_f,Jyrki,,,,,,,,,,,,,,,,,,,,,,,Jyrki Kasvi,,Jyrki Kasvi,Jyrki Kasvi,,,,,,,Jyrki Kasvi,Jyrki Kasvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3190637,Jyrki Yrttiaho,Jyrki Yrttiaho,Jyrki Yrttiaho,Jyrki Yrttiaho,,Jyrki Yrttiaho,Jyrki Yrttiaho,https://upload.wikimedia.org/wikipedia/commons/9/96/Jyrki_Yrttiaho.jpg,male,1952-05-04,,Jyrki,,,,,,,,,,,,,,,,,,,,,,,Jyrki Yrttiaho,,Jyrki Yrttiaho,,Jyrki Yrttiaho,Jyrki Yrttiaho,Jyrki Yrttiaho,Jyrki Yrttiaho,,,,Jyrki Yrttiaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6305233,Kimmo Kiljunen,Kimmo Kiljunen,Kimmo Kiljunen,,,Kimmo Kiljunen,Kimmo Kiljunen,https://upload.wikimedia.org/wikipedia/commons/8/80/Kimmokiljunen3.jpg,male,1951-06-13,,Kimmo,,0000 0001 0979 2110,61660982,,,,,,,,07089860X,,,,,,,,,,,"Кильюнен, Киммо",Kimmo Kiljunen,,,Kimmo Kiljunen,,,,,,"Кильюнен, Киммо",,Kimmo Kiljunen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6453002,Kyösti Karjula,Kyösti Karjula,Kyösti Karjula,,,Kyösti Karjula,Kyösti Karjula,,male,1952-05-08,,Kyösti,,,,,,,,,,,,,,,,,,,,,,,Kyösti Karjula,,,,,,,,,,,Kyösti Karjula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3240696,Liisa Hyssälä,Liisa Hyssälä,Liisa Hyssälä,,,Liisa Hyssälä,Liisa Hyssälä,https://upload.wikimedia.org/wikipedia/commons/4/43/Liisa_Hyssälä.JPG,female,1948-12-18,/m/09cw1l,Liisa,,,,,,,,,,,,,,,,,,,,,,,Liisa Hyssälä,Liisa Hyssälä,Liisa Hyssälä,Liisa Hyssälä,,,,Liisa Hyssälä,Liisa Hyssälä,,,Liisa Hyssälä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liisa Hyssälä,Liisa Hyssälä,,,,,,,,,,,,,,,,,,,,,,
Q460600,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,https://upload.wikimedia.org/wikipedia/commons/d/d6/Liisa_Jaakonsaari_-_Wiki_Loves_Parliament_-_2014_-_P1760851.jpg,female,1945-09-02,/m/0660n5y,Liisa,,,,,96684,,,,,,,,,,,,,,,,,,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,Liisa Jaakonsaari,,,Liisa Jaakonsaari,,,,,,,,,,,,,,Category:Liisa Jaakonsaari,Liisa Jaakonsaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liisa Jaakonsaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q123130,Marko Asell,Marko Asell,Marko Asell,Marko Asell,Marko Asell,Marko Asell,Marko Asell,,male,1970-05-08,/m/04jc_nd,Marko,,,,,,,,,,,,,,,,,,,,,,,Marko Asell,Marko Asell,Marko Asell,Marko Asell,,,,Marko Asell,Marko Asell,,,Marko Asell,,,Marko Asell,,,,,,,,,,,,Marko Asell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marko Asell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q771900,Matti Ahde,Matti Ahde,Matti Ahde,Matti Ahde,Matti Ahde,Matti Ahde,Matti Ahde,https://upload.wikimedia.org/wikipedia/commons/f/f6/Matti_Ahde.jpg,male,1945-12-23,/m/05b16l7,Matti,,,,,,,,nm4441514,17d03c02-6c29-450a-aaa9-90cf2a172445,,,,3145293,,,,,,,,,,Matti Ahde,,Matti Ahde,Matti Ahde,,,,,,,,Matti Ahde,,,,,,,,,,,,,,,Matti Ahde,,,,,,,,,,Matti Ahde,Matti Ahde,Matti Ahde,Matti Ahde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13532,Merikukka Forsius,Merikukka Forsius,Merikukka Forsius,Merikukka Forsius,Merikukka Forsius,Merikukka Forsius,Merikukka Forsius,,female,1972-08-12,/m/02rcg2f,,,,,,,,,,,,,,,,,,,,,,,,Merikukka Forsius,,Merikukka Forsius,Merikukka Forsius,Merikukka Forsius,Merikukka Forsius,Merikukka Forsius,,,,Merikukka Forsius,Merikukka Forsius,,,Merikukka Forsius,,,,,,,,,Merikukka Forsius,Merikukka Forsius,,,,,,,,,,,,,,Merikukka Forsius,Merikukka Forsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merikukka Forsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merikukka Forsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7177967,Peter Östman,Peter Östman,Peter Östman,,,Peter Östman,Peter Östman,https://upload.wikimedia.org/wikipedia/commons/3/3c/Peter_Östman.jpg,male,1961-12-16,,Peter,,,,,,,,,,,,,,,,,,,,,,,Peter Östman,Peter Östman,Peter Östman,,,,,Peter Östman,Peter Östman,,,Peter Östman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q921096,Sinuhe Wallinheimo,Sinuhe Wallinheimo,Sinuhe Wallinheimo,Sinuhe Wallinheimo,Sinuhe Wallinheimo,Sinuhe Wallinheimo,Sinuhe Wallinheimo,https://upload.wikimedia.org/wikipedia/commons/3/34/Sinuhe_Wallinheimo_fra_Samlingspartiet_(Saml)_i_Finland.jpg,male,1972-03-09,/m/026jsgj,,,,,,,,,,,,,,,,,,,,,,,,Sinuhe Wallinheimo,,Sinuhe Wallinheimo,Sinuhe Wallinheimo,,,,,,,,Sinuhe Wallinheimo,Sinuhe Wallinheimo,,,,,,,Sinuhe Wallinheimo,,,,,,,Sinuhe Wallinheimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q983658,Stefan Wallin,Stefan Wallin,Stefan Wallin,Stefan Wallin,Stefan Wallin,Stefan Wallin,Stefan Wallin,https://upload.wikimedia.org/wikipedia/commons/e/e4/Stefan_Wallin_at_the_Pentagon_May_10_2012_crop.jpg,male,1967-06-01,/m/027dgzy,Stefan,,,,,,,,,,,,,,,,,,,,,,Стефан Валлин,Stefan Wallin,Stefan Wallin,Stefan Wallin,Stefan Wallin,Stefan Wallin,Stefan Wallin,Stefan Wallin,Stefan Wallin,Stefan Wallin,"Валлин, Стефан",,Stefan Wallin,Stefan Wallin,,,,,,Stefan Wallin,Stefan Wallin,,,,,,,Stefan Wallin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ステファン・ヴァリン,,,,,,,,,,,,,,,,,,ステファン・ヴァリン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q530093,Susanna Haapoja,Susanna Haapoja,Susanna Haapoja,,,Susanna Haapoja,Susanna Haapoja,,female,1966-11-13,/m/064jwxm,Susanna,,,,,,,,,,,,,,,,,,,,2009-05-30,,,Susanna Haapoja,,Susanna Haapoja,Susanna Haapoja,,,,,,,,Susanna Haapoja,,,,,,,,,,,,,,,Susanna Haapoja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q133361,Tanja Karpela,Tanja Karpela,Tanja Karpela,Tanja Karpela,,Tanja Karpela,Tanja Karpela,https://upload.wikimedia.org/wikipedia/commons/1/13/Tanja_Karpela_2009.jpg,female,1970-08-22,/m/040rb0,Tanja,,,,,,,,,,,,,,,,,,,,,,"Карпела, Танья",Tanja Karpela,Tanja Karpela,Tanja Karpela,Tanja Karpela,Tanja Karpela,Tanja Karpela,Tanja Karpela,Tanja Karpela,Tanja Karpela,"Карпела, Танья",,Tanja Karpela,,,,,,,,,,,,,,Category:Tanja Karpela,Tanja Karpela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q346017,Toimi Kankaanniemi,Toimi Kankaanniemi,Toimi Kankaanniemi,Toimi Kankaanniemi,Toimi Kankaanniemi,Toimi Kankaanniemi,Toimi Kankaanniemi,,male,1950-02-26,/m/0j65w_5,Toimi,,,,,,,,,,,,,,,,,,,,,,,Toimi Kankaanniemi,Toimi Kankaanniemi,Toimi Kankaanniemi,Toimi Kankaanniemi,,,,,Toimi Kankaanniemi,,,Toimi Kankaanniemi,,,,,,,,Toimi Kankaanniemi,,,,,,,Toimi Kankaanniemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11898869,Tuula Haatainen,Tuula Haatainen,Tuula Haatainen,,,Tuula Haatainen,Tuula Haatainen,https://upload.wikimedia.org/wikipedia/commons/5/5e/TuulaHaatainenPaasitorniPoliittisenHistorianKlubi2015_DSCN4220_(3).JPG,female,1960-02-11,,Tuula,,,,,,,,,,,,,,,,,,,,,,,Tuula Haatainen,Tuula Haatainen,,,,,,Tuula Haatainen,Tuula Haatainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7857087,Tuula Väätäinen,Tuula Väätäinen,Tuula Väätäinen,,,Tuula Väätäinen,Tuula Väätäinen,,female,1955-10-02,,Tuula,,,,,,,,,,,,,,,,,,,,,,,Tuula Väätäinen,,,,,,,,,,,Tuula Väätäinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3497402,Ulla-Maj Wideroos,Ulla-Maj Wideroos,Ulla-Maj Wideroos,Ulla-Maj Wideroos,Ulla-Maj Wideroos,Ulla-Maj Wideroos,Ulla-Maj Wideroos,https://upload.wikimedia.org/wikipedia/commons/c/cd/Wideroos.jpg,female,1951-10-22,/m/04lhqv6,,,,,,,,,,,,,,,,,,,,,,,,Ulla-Maj Wideroos,Ulla-Maj Wideroos,Ulla-Maj Wideroos,,,,,Ulla-Maj Wideroos,Ulla-Maj Wideroos,,,,Ulla-Maj Wideroos,,,,,,,Ulla-Maj Wideroos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16300065,Valto Koski,Valto Koski,Valto Koski,,,Valto Koski,Valto Koski,,male,1939-01-23,,Valto,,,,,,,,,,,,,,,,,,,,,,,Valto Koski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5389684,Erkki Pulliainen,Erkki Pulliainen,Erkki Pulliainen,Erkki Pulliainen,Erkki Pulliainen,Erkki Pulliainen,Erkki Pulliainen,,male,1938-06-23,,Erkki,,,106943850,,,,,,,,,,,,,,,,,,,,Erkki Pulliainen,,Erkki Pulliainen,Erkki Pulliainen,,,,,,,,Erkki Pulliainen,,,,,,,,,,,,,,,,Erkki Pulliainen,Erkki Pulliainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q541499,Esko-Juhani Tennilä,Esko-Juhani Tennilä,Esko-Juhani Tennilä,Esko-Juhani Tennilä,Esko-Juhani Tennilä,Esko-Juhani Tennilä,Esko-Juhani Tennilä,https://upload.wikimedia.org/wikipedia/commons/9/96/Esko-Juhani_Tennilä_kiihtyneenä_eduskunnassa_2009.jpg,male,1947-10-10,/m/0404vlw,,,,65242174,,,,,,,,,,,,,,,,,,,,Esko-Juhani Tennilä,,Esko-Juhani Tennilä,Esko-Juhani Tennilä,,,,,,,,Esko-Juhani Tennilä,,,,,,,,,,,,,,,Esko-Juhani Tennilä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4606792,Hannes Manninen,Hannes Manninen,Hannes Manninen,,,Hannes Manninen,Hannes Manninen,https://upload.wikimedia.org/wikipedia/commons/4/45/Hannes_Manninen_2009.jpg,male,1946-12-20,/m/09cvzv,Hannes,,,,,,,,,,,,,,,,,,,,,,,Hannes Manninen,Hannes Manninen,Hannes Manninen,Hannes Manninen,,,,Hannes Manninen,Hannes Manninen,,,Hannes Manninen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11864571,Ilkka Viljanen,Ilkka Viljanen,Ilkka Viljanen,,,Ilkka Viljanen,Ilkka Viljanen,,male,1960-12-12,,Ilkka,,,,,,,,,,,,,,,,,,,,,,,Ilkka Viljanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6109579,Jaakko Laakso,Jaakko Laakso,Jaakko Laakso,,,Jaakko Laakso,Jaakko Laakso,https://upload.wikimedia.org/wikipedia/commons/c/cf/Jaakko_Laakso.jpg,male,1948-05-20,,Jaakko,,,,,,,,,,,,,,,,,,,,,,,Jaakko Laakso,,,,,,,,,,,Jaakko Laakso,,,,,,,,,,,,,,,,,,,,,,,,,Jaakko Laakso,Jaakko Laakso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3099873,Jacob Söderman,Jacob Söderman,Jacob Söderman,,,Jacob Söderman,Jacob Söderman,https://upload.wikimedia.org/wikipedia/commons/b/bd/Jacob_Söderman.jpg,male,1938-03-19,/m/07ll4d,Jacob,,,,,,,,,,,,,,,,,,,,,,"Сёдерман, Якоб-Магнус",Jacob Söderman,Jacob Söderman,Jacob Söderman,Jacob Söderman,,,,Jacob Söderman,Jacob Söderman,"Сёдерман, Якоб-Магнус",,Jacob Söderman,,,Jacob Söderman,Якоб Седерман,,Jacob Söderman,,,,,Якоб Седерман,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4357820,Janne Seurujärvi,Janne Seurujärvi,Janne Seurujärvi,Janne Seurujärvi,,Janne Seurujärvi,Janne Seurujärvi,https://upload.wikimedia.org/wikipedia/commons/9/92/Janne_Seurujärvi.jpg,male,1975-05-15,/m/0rphkbl,Janne,,,,,,,,,,,,,,,,,,,,,,"Сеуруярви, Янне",Janne Seurujärvi,,,Janne Seurujärvi,Janne Seurujärvi,Janne Seurujärvi,Janne Seurujärvi,,,"Сеуруярви, Янне",,Janne Seurujärvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janne Seurujärvi,,,,,,,,,,,,,,,,,,,,,,Janne Seurujärvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
