id,name,constituency,photo,party_id,house,aph_id,full_name,electorate,party,profile_page,contact_page,photo_url,email,facebook,twitter,website
AW5,Senator the Hon Kim Carr,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/AW5/upload_ref_binary/AW5.JPG,australian_labor_party,senate,AW5,Senator the Hon Kim Carr,Victoria,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=AW5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=AW5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/AW5/upload_ref_binary/AW5.JPG,senator.carr@aph.gov.au,,,
I0M,Senator the Hon Michaelia Cash,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0M/upload_ref_binary/I0M.JPG,liberal_party_of_australia,senate,I0M,Senator the Hon Michaelia Cash,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0M,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0M,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0M/upload_ref_binary/I0M.JPG,,,,
00AOL,Senator the Hon Richard Colbeck,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOL/upload_ref_binary/00AOL.JPG,liberal_party_of_australia,senate,00AOL,Senator the Hon Richard Colbeck,Tasmania,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOL,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOL,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOL/upload_ref_binary/00AOL.JPG,senator.colbeck@aph.gov.au,,,
GB6,Senator the Hon Jacinta Collins,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/GB6/upload_ref_binary/GB6.JPG,australian_labor_party,senate,GB6,Senator the Hon Jacinta Collins,Victoria,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=GB6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=GB6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/GB6/upload_ref_binary/GB6.JPG,,,,
3L6,Senator the Hon Stephen Conroy,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/3L6/upload_ref_binary/3L6.jpg,australian_labor_party,senate,3L6,Senator the Hon Stephen Conroy,Victoria,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=3L6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=3L6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/3L6/upload_ref_binary/3L6.jpg,senator.conroy@aph.gov.au,,,
HDA,Senator the Hon Mathias Cormann,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HDA/upload_ref_binary/HDA.JPG,liberal_party_of_australia,senate,HDA,Senator the Hon Mathias Cormann,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HDA,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HDA,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HDA/upload_ref_binary/HDA.JPG,,,,http://www.mathiascormann.com.au
225099,Senator Sam Dastyari,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/225099/upload_ref_binary/225099.jpg,australian_labor_party,senate,225099,Senator Sam Dastyari,New South Wales,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=225099,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=225099,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/225099/upload_ref_binary/225099.jpg,,,,
HYG,Senator Bob Day AO,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HYG/upload_ref_binary/HYG.jpg,family_first_party,senate,HYG,Senator Bob Day AO,South Australia,Family First Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HYG,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HYG,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HYG/upload_ref_binary/HYG.jpg,senator.day@aph.gov.au,http://www.facebook.com/pages/Senator-Bob-Day/545522605573696,http://www.twitter.com/senatorbobday,http://www.senatorbobday.com.au
53369,Senator Richard Di Natale,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/53369/upload_ref_binary/53369.jpg,australian_greens,senate,53369,Senator Richard Di Natale,Victoria,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=53369,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=53369,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/53369/upload_ref_binary/53369.jpg,senator.dinatale@aph.gov.au,http://www.facebook.com/SenatorDiNatale,http://www.twitter.com/RichardDiNatale,
225307,Senator Sean Edwards,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/225307/upload_ref_binary/225307.jpg,liberal_party_of_australia,senate,225307,Senator Sean Edwards,South Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=225307,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=225307,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/225307/upload_ref_binary/225307.jpg,senator.edwards@aph.gov.au,https://www.facebook.com/Sean.Edwards.Clare,https://twitter.com/SeanC_Edwards,http://www.senatoredwards.com.au/Home.aspx
DYU,Senator David Fawcett,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DYU/upload_ref_binary/DYU.jpg,liberal_party_of_australia,senate,DYU,Senator David Fawcett,South Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DYU,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=DYU,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DYU/upload_ref_binary/DYU.jpg,senator.fawcett@aph.gov.au,,,http://www.senator.fawcett.net.au
e4t,Senator the Hon Concetta Fierravanti-Wells,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E4T/upload_ref_binary/E4T.JPG,liberal_party_of_australia,senate,e4t,Senator the Hon Concetta Fierravanti-Wells,New South Wales,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e4t,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e4t,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E4T/upload_ref_binary/E4T.JPG,senator.fierravanti-wells@aph.gov.au,,,http://www.senatorcfw.com.au/
D2I,Senator the Hon Mitch Fifield,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/D2I/upload_ref_binary/D2I.JPG,liberal_party_of_australia,senate,D2I,Senator the Hon Mitch Fifield,Victoria,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=D2I,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=D2I,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/D2I/upload_ref_binary/D2I.JPG,,https://www.facebook.com/SenatorFifield,https://twitter.com/SenatorFifield,http://www.mitchfifield.com/
204953,Senator Alex Gallacher,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/204953/upload_ref_binary/204953.jpg,australian_labor_party,senate,204953,Senator Alex Gallacher,South Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=204953,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=204953,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/204953/upload_ref_binary/204953.jpg,senator.gallacher@aph.gov.au,,,
ING,Senator Katy Gallagher,Australian Capital Territory,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/ING/upload_ref_binary/ING.jpg,australian_labor_party,senate,ING,Senator Katy Gallagher,Australian Capital Territory,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=ING,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=ING,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/ING/upload_ref_binary/ING.jpg,senator.katy.gallagher@aph.gov.au,,,
I0U,Senator Sarah Hanson-Young,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0U/upload_ref_binary/I0U.JPG,australian_greens,senate,I0U,Senator Sarah Hanson-Young,South Australia,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0U,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0U,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0U/upload_ref_binary/I0U.JPG,senator.hanson-young@aph.gov.au,,,
C16,Senator the Hon Bill Heffernan,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/C16/upload_ref_binary/C16.JPG,liberal_party_of_australia,senate,C16,Senator the Hon Bill Heffernan,New South Wales,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=C16,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=C16,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/C16/upload_ref_binary/C16.JPG,,,,http://www.billheffernan.com.au/
00AON,Senator the Hon David Johnston,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AON/upload_ref_binary/00AON.JPG,liberal_party_of_australia,senate,00AON,Senator the Hon David Johnston,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AON,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AON,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AON/upload_ref_binary/00AON.JPG,,,,
244247,Senator Chris Ketter,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/244247/upload_ref_binary/244247.jpg,australian_labor_party,senate,244247,Senator Chris Ketter,Queensland,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=244247,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=244247,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/244247/upload_ref_binary/244247.jpg,,,,
250026,Senator Jacqui Lambie,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250026/upload_ref_binary/250026.jpg,independent,senate,250026,Senator Jacqui Lambie,Tasmania,Independent,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=250026,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=250026,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250026/upload_ref_binary/250026.jpg,,,,
108616,Senator Glenn Lazarus,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/108616/upload_ref_binary/108616.jpg,independent,senate,108616,Senator Glenn Lazarus,Queensland,Independent,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=108616,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=108616,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/108616/upload_ref_binary/108616.jpg,,,,http://senatorlazarus.com/
111206,Senator David Leyonhjelm,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/111206/upload_ref_binary/111206.jpg,liberal_democratic_party,senate,111206,Senator David Leyonhjelm,New South Wales,Liberal Democratic Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=111206,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=111206,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/111206/upload_ref_binary/111206.jpg,senator.leyonhjelm@aph.gov.au,https://www.facebook.com/DavidLeyonhjelmLiberalDemocrats,https://twitter.com/DavidLeyonhjelm,
258337,Senator Jo Lindgren,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/258337/upload_ref_binary/258337.jpg,liberal_party_of_australia,senate,258337,Senator Jo Lindgren,Queensland,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=258337,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=258337,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/258337/upload_ref_binary/258337.jpg,,,,
112096,Senator Sue Lines,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/112096/upload_ref_binary/112096.jpg,australian_labor_party,senate,112096,Senator Sue Lines,Western Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=112096,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=112096,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/112096/upload_ref_binary/112096.jpg,,,,
I07,Senator Scott Ludlam,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I07/upload_ref_binary/I07.JPG,australian_greens,senate,I07,Senator Scott Ludlam,Western Australia,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I07,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I07,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I07/upload_ref_binary/I07.JPG,senator.ludlam@aph.gov.au,,,
84N,Senator the Hon Joseph Ludwig,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/84N/upload_ref_binary/84N.jpg,australian_labor_party,senate,84N,Senator the Hon Joseph Ludwig,Queensland,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=84N,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=84N,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/84N/upload_ref_binary/84N.jpg,,,,http://www.joeludwig.org
YW4,Senator the Hon Ian Macdonald,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/YW4/upload_ref_binary/YW4.JPG,liberal_party_of_australia,senate,YW4,Senator the Hon Ian Macdonald,Queensland,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=YW4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=YW4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/YW4/upload_ref_binary/YW4.JPG,,,,http://www.senatormacdonald.org/
217571,Senator John Madigan,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/217571/upload_ref_binary/217571.jpg,independent,senate,217571,Senator John Madigan,Victoria,Independent,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=217571,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=217571,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/217571/upload_ref_binary/217571.jpg,senator.madigan@aph.gov.au,,,
00AOP,Senator Gavin Marshall,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOP/upload_ref_binary/00AOP.jpg,australian_labor_party,senate,00AOP,Senator Gavin Marshall,Victoria,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOP,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOP,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOP/upload_ref_binary/00AOP.jpg,senator.marshall@aph.gov.au,,,http://www.gavinmarshall.org/
121628,Senator Jenny McAllister,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/121628/upload_ref_binary/121628.jpg,australian_labor_party,senate,121628,Senator Jenny McAllister,New South Wales,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=121628,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=121628,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/121628/upload_ref_binary/121628.jpg,,,,
e5e,Senator Anne McEwen,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5E/upload_ref_binary/E5E.jpg,australian_labor_party,senate,e5e,Senator Anne McEwen,South Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e5e,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e5e,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5E/upload_ref_binary/E5E.jpg,senator.mcewen@aph.gov.au,,,
217241,Senator James McGrath,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/217241/upload_ref_binary/217241.jpg,liberal_party_of_australia,senate,217241,Senator James McGrath,Queensland,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=217241,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=217241,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/217241/upload_ref_binary/217241.jpg,,http://facebook.com/McGrath4Senate,http://twitter.com/JamesMcGrathLNP,
207825,Senator Bridget McKenzie,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/207825/upload_ref_binary/207825.jpg,the_nationals,senate,207825,Senator Bridget McKenzie,Victoria,The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=207825,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=207825,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/207825/upload_ref_binary/207825.jpg,senator.mckenzie@aph.gov.au,,,
84L,Senator the Hon Jan McLucas,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/84L/upload_ref_binary/84L.JPG,australian_labor_party,senate,84L,Senator the Hon Jan McLucas,Queensland,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=84L,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=84L,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/84L/upload_ref_binary/84L.JPG,senator.mclucas@aph.gov.au,,,http://www.janmclucas.net/
ka5,Senator Christine Milne,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/KA5/upload_ref_binary/KA5.JPG,australian_greens,senate,ka5,Senator Christine Milne,Tasmania,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=ka5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=ka5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/KA5/upload_ref_binary/KA5.JPG,senator.milne@aph.gov.au,,,http://www.christinemilne.org.au/
00AOQ,Senator Claire Moore,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOQ/upload_ref_binary/00AOQ.JPG,australian_labor_party,senate,00AOQ,Senator Claire Moore,Queensland,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOQ,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOQ,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOQ/upload_ref_binary/00AOQ.JPG,,,,http://www.clairemoore.net/
250024,Senator Ricky Muir,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250024/upload_ref_binary/250024.jpg,australian_motoring_enthusiast_party,senate,250024,Senator Ricky Muir,Victoria,Australian Motoring Enthusiast Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=250024,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=250024,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250024/upload_ref_binary/250024.jpg,,https://www.facebook.com/SenatorRickyMuir,https://twitter.com/Ricky_Muir,http://www.senatormuir.org.au/
e5g,Senator the Hon Fiona Nash,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5G/upload_ref_binary/E5G.JPG,the_nationals,senate,e5g,Senator the Hon Fiona Nash,New South Wales,The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e5g,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e5g,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5G/upload_ref_binary/E5G.JPG,,,,http://www.fionanash.com.au/
140651,Senator Deborah O'Neill,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/140651/upload_ref_binary/140651.jpg,australian_labor_party,senate,140651,Senator Deborah O'Neill,New South Wales,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=140651,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=140651,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/140651/upload_ref_binary/140651.jpg,,,,
247871,Senator Barry O'Sullivan,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247871/upload_ref_binary/247871.jpg,the_nationals,senate,247871,Senator Barry O'Sullivan,Queensland,The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=247871,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=247871,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247871/upload_ref_binary/247871.jpg,,,,
e5v,Senator the Hon Stephen Parry,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5V/upload_ref_binary/E5V.JPG,liberal_party_of_australia,senate,e5v,Senator the Hon Stephen Parry,Tasmania,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e5v,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e5v,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5V/upload_ref_binary/E5V.JPG,senator.parry@aph.gov.au,,,http://www.stephenparry.com.au
M56,Senator the Hon Marise Payne,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M56/upload_ref_binary/M56.JPG,liberal_party_of_australia,senate,M56,Senator the Hon Marise Payne,New South Wales,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M56,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M56,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M56/upload_ref_binary/M56.JPG,minister@humanservices.gov.au,,,http://www.marisepayne.com/
CDK,Senator Nova Peris OAM,Northern Territory,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/CDK/upload_ref_binary/CDK.jpg,australian_labor_party,senate,CDK,Senator Nova Peris OAM,Northern Territory,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=CDK,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=CDK,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/CDK/upload_ref_binary/CDK.jpg,,,,
e5x,Senator Helen Polley,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5X/upload_ref_binary/E5X.JPG,australian_labor_party,senate,e5x,Senator Helen Polley,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e5x,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e5x,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5X/upload_ref_binary/E5X.JPG,senator.polley@aph.gov.au,,,http://www.senatorhelenpolley.com.au/
250216,Senator Linda Reynolds CSC,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250216/upload_ref_binary/250216.jpg,liberal_party_of_australia,senate,250216,Senator Linda Reynolds CSC,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=250216,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=250216,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250216/upload_ref_binary/250216.jpg,senator.reynolds@aph.gov.au,,,
CPR,Senator Lee Rhiannon,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/CPR/upload_ref_binary/cpr.jpg,australian_greens,senate,CPR,Senator Lee Rhiannon,New South Wales,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=CPR,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=CPR,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/CPR/upload_ref_binary/cpr.jpg,senator.rhiannon@aph.gov.au,,,
155410,Senator Janet Rice,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/155410/upload_ref_binary/155410.jpg,australian_greens,senate,155410,Senator Janet Rice,Victoria,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=155410,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=155410,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/155410/upload_ref_binary/155410.jpg,senator.rice@aph.gov.au,http://www.facebook.com/Janet.Rice.Greens,http://twitter.com/janet_rice,http://janet-rice.greensmps.org.au/
xt4,Senator the Hon Michael Ronaldson,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/XT4/upload_ref_binary/XT4.JPG,liberal_party_of_australia,senate,xt4,Senator the Hon Michael Ronaldson,Victoria,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=xt4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=xt4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/XT4/upload_ref_binary/XT4.JPG,,,,
243273,Senator Anne Ruston,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/243273/upload_ref_binary/243273.jpg,liberal_party_of_australia,senate,243273,Senator Anne Ruston,South Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=243273,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=243273,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/243273/upload_ref_binary/243273.jpg,,,,
I0Q,Senator the Hon Scott Ryan,Victoria,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0Q/upload_ref_binary/I0Q.JPG,liberal_party_of_australia,senate,I0Q,Senator the Hon Scott Ryan,Victoria,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0Q,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0Q,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0Q/upload_ref_binary/I0Q.JPG,,,,http://www.scottryan.com.au
00AOM,Senator the Hon Nigel Scullion,Northern Territory,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOM/upload_ref_binary/00AOM.JPG,country_liberal_party,senate,00AOM,Senator the Hon Nigel Scullion,Northern Territory,Country Liberal Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOM,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOM,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOM/upload_ref_binary/00AOM.JPG,senator.scullion@aph.gov.au,,,http://www.nigelscullion.com/
