id,name__la,name__eo,name__de,name__pl,name__en,name__ksh,name__fi,name__it,name__nl,name__sv,name__fr,name__es,name__de_ch,name__en_ca,name__en_gb,name__nb,name__da,name__nn,name,wikipedia__commons,wikipedia__de,wikipedia__en,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ksh,wikipedia__la,wikipedia__nl,wikipedia__pl,wikipedia__simple,wikipedia__sv,image,gender,identifier__IMDB,birth_date,identifier__freebase,family_name,given_name,identifier__journalisted,identifier__NPG,identifier__parliamentDOTuk,identifier__hansard,name__cy,name__ru,name__tr,name__zh,name__uk,name__yue,name__fa,wikipedia__cy,wikipedia__da,wikipedia__enwikisource,wikipedia__es,wikipedia__no,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__NNDB,identifier__Munzinger,name__ja,wikipedia__ja,identifier__BNF,identifier__NTA,name__af,name__an,name__br,name__bs,name__ca,name__ceb,name__cs,name__et,name__eu,name__ga,name__gl,name__hr,name__hu,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__pt,name__ro,name__sk,name__sl,name__sq,name__vec,name__wa,wikipedia__itwikiquote,identifier__SUDOC,identifier__CANTIC,name__sco,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__he,name__vi,name__zh_mo,name__zh_my,wikipedia__cs,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__vi,honorific_prefix,name__el,name__oc,wikipedia__oc,name__rw,name__id,wikipedia__id,wikipedia__rw,website,twitter,name__fo,name__ms,wikipedia__fo,wikipedia__ms,name__hi,wikipedia__hi,wikipedia__pt,name__sh,wikipedia__cswikiquote,wikipedia__sh,wikipedia__ga,wikipedia__ro,identifier__EuroparlMEP,name__ar,identifier__NLAtrove,name__si,wikipedia__si,name__ne,wikipedia__ne,name__pt_br,name__mg,wikipedia__mg,identifier__ULAN,name__mk,name__ckb,name__ie,name__pa,name__bg,name__ko,wikipedia__ar,wikipedia__bg,wikipedia__ca,wikipedia__ckb,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__is,wikipedia__ko,wikipedia__pa,wikipedia__plwikiquote,name__nan,wikipedia__zh_min_nan,name__arz,name__az,name__bcl,name__be,name__bi,name__gd,name__gv,name__hak,name__hsb,name__hy,name__io,name__jv,name__ka,name__kw,name__lv,name__mr,name__my,name__new,name__os,name__pam,name__pnb,name__qu,name__scn,name__so,name__sr,name__ta,name__th,name__tl,name__tt,name__yi,name__yo,name__zu,name__ur,name__war,name__pih,name__bn,name__be_tarask,name__gsw,name__dsb,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__ia,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pcd,name__rm,name__sc,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__kl,name__mn,name__kk,name__ks,wikipedia__af,wikipedia__an,wikipedia__arz,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bi,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__dsb,wikipedia__eowikinews,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__gd,wikipedia__gv,wikipedia__hak,wikipedia__hr,wikipedia__hsb,wikipedia__hy,wikipedia__io,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__ks,wikipedia__kw,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__new,wikipedia__nn,wikipedia__os,wikipedia__pam,wikipedia__pih,wikipedia__pnb,wikipedia__qu,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__scn,wikipedia__sk,wikipedia__so,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tt,wikipedia__ur,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zu,identifier__MusicBrainz,identifier__OpenPlaques,facebook,name__vmf,honorific_suffix,email,wikipedia__ukwikiquote,wikipedia__fawikiquote,wikipedia__azwikiquote,wikipedia__li,identifier__NDL,name__sr_ec,name__fy,wikipedia__bar,wikipedia__cawikiquote,wikipedia__fy,name__ku,wikipedia__ku,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__ty,identifier__britishmuseum,identifier__GTAA,wikipedia__lrc,identifier__NUKAT,name__lrc,wikipedia__wuu,death_date,name__ht,name__nov,name__tg,name__tpi,name__uz,name__sgs,wikipedia__afwikiquote,wikipedia__als,wikipedia__bat_smg,wikipedia__cywikiquote,wikipedia__ht,wikipedia__hywikiquote,wikipedia__nov,wikipedia__nowikiquote,wikipedia__sl,wikipedia__tg,wikipedia__tpi,wikipedia__uz,wikipedia__wo,identifier__BIBSYS,identifier__parlement,name__mzn,wikipedia__mzn,wikipedia__ptwikiquote,name__tg_latn,wikipedia__bgwikiquote,identifier__NLA,identifier__NKC,identifier__SELIBR,wikipedia__svwikiquote,wikipedia__vo,wikipedia__enwikinews,name__mi,name__ml,name__sa,name__vro,wikipedia__ast,wikipedia__bswikiquote,wikipedia__fiu_vro,wikipedia__hewikiquote,wikipedia__ia,wikipedia__mi,wikipedia__mk,wikipedia__ml,wikipedia__nlwikiquote,wikipedia__pms,wikipedia__rm,wikipedia__sa,wikipedia__slwikiquote,wikipedia__trwikiquote,identifier__discogs,identifier__Oxforddnb,name__ku_arab,name__ku_latn,wikipedia__nds,identifier__BNE,wikipedia__hrwikiquote,parlid
Q264374,,,Heather Wheeler,,Heather Wheeler,,,,,Heather Wheeler,Heather Wheeler,Heather Wheeler,,Heather Wheeler,Heather Wheeler,Heather Wheeler,Heather Wheeler,Heather Wheeler,Heather Wheeler,,,Heather Wheeler,,,,,,,,,,,,,female,,1959-05-14,,,Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q264420,,,Chris White,,Chris White,,,,Chris White,,Chris White,,,,,,,,Chris White,,,Chris White (politician),,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f5/Chris_White_MP.jpg,male,,1967-04-28,,,Chris,,,,,,,,,,,کریس وایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q264426,,,Peter Bone,,Peter Bone,,,,Peter Bone,,Peter Bone,Peter Bone,,Peter Bone,Peter Bone,,,,Peter Bone,,,Peter Bone,,,,Peter Bone,,,,,,,,,male,,1952-10-19,,,Peter,,,,mr-peter-bone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Bone,Peter Bone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q264477,Petrus Bottomley,,Peter Bottomley,,Peter Bottomley,,,,Peter Bottomley,Peter Bottomley,Peter Bottomley,Peter Bottomley,,Peter Bottomley,Peter Bottomley,,,,Peter Bottomley,,,Peter Bottomley,,,,,,,Petrus Bottomley,,,,Peter Bottomley,"https://upload.wikimedia.org/wikipedia/commons/f/fc/Peter_Bottomley,_May_2009_cropped.jpg",male,,1944-07-30,,,Peter,,,commons/sir-peter-bottomley/117,mr-peter-bottomley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Bottomley,Peter Bottomley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
Q264510,,,Eilidh Whiteford,,Eilidh Whiteford,,,,,,Eilidh Whiteford,Eilidh Whiteford,,,,,,,Eilidh Whiteford,,Eilidh Whiteford,Eilidh Whiteford,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a0/Eilidh_Whiteford.jpg,female,,1969-04-24,,,,,,commons/dr-eilidh-whiteford/3911,,Eilidh Whiteford,,,,,,,Eilidh Whiteford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ඒලිත් වයිට්ෆර්ඩ්,ඒලිත් වයිට්ෆර්ඩ්,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3911
Q264560,,,Karen Bradley,,Karen Bradley,,,,Karen Bradley,Karen Bradley,Karen Bradley,Karen Bradley,,Karen Bradley,Karen Bradley,Karen Bradley,Karen Bradley,Karen Bradley,Karen Bradley,Category:Karen Bradley,,Karen Bradley,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Karen_Bradley_at_UK-Caribbean_Ministerial_Forum.jpg,female,,1970-03-12,,,Karen,,,,,,,,,,,کارن بردلی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q264585,,,Alan Whitehead,,Alan Whitehead,,,,Alan Whitehead,Alan Whitehead,Alan Whitehead,Alan Whitehead,,Alan Whitehead,Alan Whitehead,Alan Whitehead,Alan Whitehead,Alan Whitehead,Alan Whitehead,,,Alan Whitehead,,,,,,,,,,,Alan Whitehead,,male,,1950-09-15,,,Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q264618,,,Ben Bradshaw,Ben Bradshaw,Ben Bradshaw,,,,Ben Bradshaw,Ben Bradshaw,Ben Bradshaw,Ben Bradshaw,Ben Bradshaw,Ben Bradshaw,Ben Bradshaw,,,,Ben Bradshaw,,Ben Bradshaw,Ben Bradshaw,,,,,,,,,Ben Bradshaw,Ben Bradshaw,Ben Bradshaw,https://upload.wikimedia.org/wikipedia/commons/7/74/Ben_Bradshaw_2.jpg,male,,1960-08-30,/m/01g8rt,,Ben,ben-bradshaw,mp73039,commons/mr-ben-bradshaw/230,,Ben Bradshaw,Бен Брэдшоу,,本·布拉德肖,Бен Бредшоу,,,Ben Bradshaw,,,,,"Брэдшоу, Бен",,Бен Бредшоу,,本·布拉德肖,,179616029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Q264636,,,Craig Whittaker,,Craig Whittaker,,,,,,Craig Whittaker,,,,,,,,Craig Whittaker,,,Craig Whittaker,,,,,,,,,,,,,male,,1962-08-30,,,Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q264662,Graham Brady,,Graham Brady,,Graham Brady,,,,Graham Brady,Graham Brady,Graham Brady,Graham Brady,,Graham Brady,Graham Brady,,,,Graham Brady,,Graham Brady,Graham Brady,,,,,,,Graham Brady,,,,Graham Brady,https://upload.wikimedia.org/wikipedia/commons/6/6a/Graham_Brady_MP.JPG,male,,1967-05-20,,,Graham,,,commons/mr-graham-brady/435,mr-graham-brady,,,,,,,,,,,,,,,,,,,41054665,,n93077610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graham Brady,Graham Brady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ග්‍රැහැම් බ්‍රැඩි,ග්‍රැහැම් බ්‍රැඩි,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435
Q264684,,,John Whittingdale,John Whittingdale,John Whittingdale,,,John Whittingdale,John Whittingdale,John Whittingdale,John Whittingdale,John Whittingdale,John Whittingdale,John Whittingdale,John Whittingdale,,,,John Whittingdale,,John Whittingdale,John Whittingdale,,,,John Whittingdale,John Whittingdale,,,,John Whittingdale,,John Whittingdale,https://upload.wikimedia.org/wikipedia/commons/3/35/JFA_Whittingdale_public_photo.jpg,male,,1959-10-16,,,John,,,commons/mr-john-whittingdale/39,mr-john-whittingdale,,,,约翰·惠廷戴尔,Джон Віттінгдейл,,,,,,John Whittingdale,,,,Джон Віттінгдейл,,约翰·惠廷戴尔,,107994932,,nb2010007301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Whittingdale,John Whittingdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Q264720,Thomas Brake,,Tom Brake,,Tom Brake,,,,Tom Brake,Tom Brake,Tom Brake,Tom Brake,,Tom Brake,Tom Brake,,,,Tom Brake,,,Tom Brake,,,,,,,Thomas Brake,,,,Tom Brake,https://upload.wikimedia.org/wikipedia/commons/1/11/Tom_Brake_MP_at_Bournemouth_2009.jpg,male,,1962-05-06,,,Thomas,tom-brake,,commons/tom-brake/151,mr-tom-brake,,,,,Том Брейк,,,,,,,,,,Том Брейк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151
Q264766,Theresia May,,Theresa May,Theresa May,Theresa May,,Theresa May,Theresa May,Theresa May,Theresa May,Theresa May,Theresa May,,Theresa May,Theresa May,Theresa May,Theresa May,Theresa May,Theresa May,Category:Theresa May,Theresa May,Theresa May,,,Theresa May,Theresa May,Theresa May,,Theresia May,Theresa May,Theresa May,Theresa May,Theresa May,https://upload.wikimedia.org/wikipedia/commons/3/34/Theresa_May_MP.JPG,female,,1956-10-01,,,Theresa,theresa-may,,,mrs-theresa-may,,"Мэй, Тереза",Theresa May,文翠珊,Тереза Мей,文翠珊,ترزا می,,Theresa May,,Theresa May,,"Мэй, Тереза",,Тереза Мей,文翠珊,文翠珊,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,,,,,,,,,,,,,Theresa May,Theresa May,文翠珊,文翠珊,文翠珊,特丽莎·梅,特丽莎·梅,文翠珊,,,,,,ترزا می,,,,The Right Honourable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q264827,,,Julian Brazier,,Julian Brazier,,,,Julian Brazier,Julian Brazier,Julian Brazier,Julian Brazier,,Julian Brazier,Julian Brazier,,,,Julian Brazier,,,Julian Brazier,,,,,,,,,,,Julian Brazier,https://upload.wikimedia.org/wikipedia/commons/0/0d/Julian_Brazier_solo.jpg,male,,1953-07-24,,,Julian,,,,mr-julian-brazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Brazier,Julian Brazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q264964,,,,,Kevin Brennan,,,,Kevin Brennan,Kevin Brennan,Kevin Brennan,Kevin Brennan,,Kevin Brennan,Kevin Brennan,,,,Kevin Brennan,,,Kevin Brennan (politician),,,,,,,,,,,Kevin Brennan,https://upload.wikimedia.org/wikipedia/commons/1/1a/Kevin_Brennan.jpg,male,,1959-10-16,,,Kevin,,,,,,,,,,,,,,,,,,,,,,,70881120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q265028,,,Andrew Bridgen,,Andrew Bridgen,,,,Andrew Bridgen,,Andrew Bridgen,Andrew Bridgen,,Andrew Bridgen,Andrew Bridgen,,,,Andrew Bridgen,,,Andrew Bridgen,,,,,,,,,,,,,male,,1964-10-28,,,Andrew,,,commons/andrew-bridgen/4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4133
Q265088,,,,,Steve Brine,,,Steve Brine,Steve Brine,,Steve Brine,Steve Brine,,Steve Brine,Steve Brine,,,,Steve Brine,,,Steve Brine,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/11/Steve_Brine_MP_(6177883135).jpg,male,,1974-01-28,,,Steve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q265140,,,James Brokenshire,,James Brokenshire,,,,James Brokenshire,,James Brokenshire,,,,,,,,James Brokenshire,,,James Brokenshire,,,,James Brokenshire,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/34/JamesBrokenshireHomeOffice.jpg,male,,1968-01-07,,,James,,,,mr-james-brokenshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q265870,,,Lyn Brown,,Lyn Brown,,,,Lyn Brown,,Lyn Brown,Lyn Brown,,Lyn Brown,Lyn Brown,,,,Lyn Brown,,,Lyn Brown (politician),,,,,,,,,,,,,female,,1960-04-13,,Brown,Lyn,,,commons/lyn-brown/1583,,,,,,,,,,,,,,,,,,,,,,,817/000159340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583
Q265900,,,Bill Wiggin,,Bill Wiggin,,,,Bill Wiggin,Bill Wiggin,Bill Wiggin,Bill Wiggin,,Bill Wiggin,Bill Wiggin,Bill Wiggin,Bill Wiggin,Bill Wiggin,Bill Wiggin,,,Bill Wiggin,,,,,,,,,,,Bill Wiggin,,male,,1966-06-04,,,Bill,,,commons/bill-wiggin/1428,mr-bill-wiggin,,,,,,,,,,,,,,,,,,,41554442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428
