id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,honorific_prefix,birth_date,identifier__freebase,family_name,given_name,identifier__ISNI,identifier__NLA,website,identifier__NNDB,death_date,identifier__Muzinger,twitter,identifier__BNF,identifier__NLI,identifier__NTA,instagram,facebook,identifier__ATP,identifier__ITF,wikipedia__en,identifier__Munzinger,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__fr,name__ru,name__es,name__fi,name__it,name__la,name__de,name__ja,name__cs,name__fa,name__hr,name__nl,name__zh,name__sv,name__uk,name__mr,name__de_ch,name__el,name__en_ca,name__en_gb,name__he,name__id,name__ko,name__nb,name__pt_br,name__sh,name__ta,name__vi,name__hu,name__ms,name__be_tarask,name__da,name__fo,name__is,name__kl,name__nn,name__tl,name__sco,name__af,name__et,name__tr,name__ne,name__be,name__ur,name__bn,name__ro,name__sr,name__min,name__mn,name__hi,name__lt,name__bg,name__ar,name__io,name__th,name__ca,name__hy,name__mk,name__lv,name__mg,name__yi,name__ka,name__ckb,name__eo,wikipedia__af,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__vi,wikipedia__yi,wikipedia__zh,name__sq,wikipedia__sq,name__si,wikipedia__si,name__nds,name__eu,name__qu,name__uz,name__vo,name__oc,name__ga,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__yue,name__ht,name__wuu,name__ku,name__sk,name__cy,name__war,name__tpi,name__ceb,name__br,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__enwikinews,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__gd,name__gl,name__gsw,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,wikipedia__lb,wikipedia__mk,original_wikiname,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ie,wikipedia__is,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__MusicBrainz,identifier__discogs
Q16216756,Fiona Scott,Fiona Scott,,female,,,,,,1977-03-01,,,Fiona,,,,,,,,,,,,,,,Fiona Scott,,,,,,,,,,Fiona Scott,,,,Fiona Scott,,Fiona Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiona Scott,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5593142,Graham Perrett,Graham Perrett,,male,102973577,,,,,1966-01-05,,,Graham,,,,,,,,,,,,,,,Graham Perrett,,,,,,,,,,Graham Perrett,,Graham Perrett,,Graham Perrett,,Graham Perrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graham Perrett,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6152639,Jane Prentice,Jane Prentice,,female,,,,,,1953-06-22,,,Jane,,,,,,,,,,,,,,,Jane Prentice,,,,,,,,,,Jane Prentice,,,,,,Jane Prentice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jane Prentice,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6163809,Jason Wood,Jason Wood,,male,,,,,,1968-05-24,,,Jason,,,,,,,,,,,,,,,Jason Wood (politician),,,,,,,,,,,,Jason Wood,,,,Jason Wood,,,,,Jason Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jason Wood (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q16194303,Joanne Ryan,Joanne Ryan,,female,,,,,,1961-07-29,,,Joanne,,,,,,,,,,,,,,,Joanne Ryan (politician),,,,,,,,,,,,,,,,Joanne Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joanne Ryan (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q16206609,Keith Pitt,Keith Pitt,,male,,,,,,1969-08-31,,,Keith,,,,,,,,,,,,,,,Keith Pitt,,,,,,,,,,Keith Pitt,,,,,,Keith Pitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Pitt,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18907740,Kelvin Thomson,Kelvin Thomson,https://upload.wikimedia.org/wikipedia/commons/0/06/Kelvin_Thomson.jpg,male,,,,,,1955-05-01,,,,,,,,,,,,,,,,,,Kelvin Thomson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelvin Thomson,,,,,,,,,,,,,,,,,,,,,,,,,,Kelvin Thomson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelvin Thomson,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43135,Kevin Rudd,Kevin Rudd,https://upload.wikimedia.org/wikipedia/commons/1/16/Kevin_Rudd_official_portrait.jpg,male,120090277,134187873,n2007057612,,,1957-09-21,/m/021l9k,,Kevin,0000 0000 8415 9203,,,,,,,,,,,,,,Kevin Rudd,00000026379,陆克文,陸克文,陸克文,陆克文,,陸克文,Kevin Rudd,Kevin Rudd,Kevin Rudd,"Радд, Кевин",Kevin Rudd,Kevin Rudd,Kevin Michael Rudd,Coemgenus Rudd,Kevin Rudd,ケビン・ラッド,Kevin Rudd,کوین راد,Kevin Rudd,Kevin Rudd,陆克文,Kevin Rudd,Кевін Радд,केव्हिन रुड,,Κέβιν Ραντ,,,קווין ראד,Kevin Rudd,케빈 러드,Kevin Rudd,,Kevin Rudd,கெவின் ரட்,Kevin Rudd,Kevin Rudd,Kevin Rudd,Кевін Рад,Kevin Rudd,,,,Kevin Rudd,Kevin Rudd,Kevin Rudd,,Kevin Rudd,Kevin Rudd,केभिन रुड,Кевін Рад,,কেভিন রাড,Kevin Rudd,Кевин Рад,,,कैविन रूड,,Кевин Ръд,كيفن رود,Kevin Rudd,เควิน รัดด์,Kevin Rudd,,,Kevins Rads,Kevin Rudd,,კევინ რადი,کێڤین ڕەد,Kevin Rudd,,كيفن رود,Кевін Рад,Кевін Рад,Кевин Ръд,কেভিন রাড,Kevin Rudd,کێڤین ڕەد,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Κέβιν Ραντ,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,کوین راد,Kevin Rudd,Kevin Rudd,קווין ראד,केविन रड,Kevin Rudd,Kevin Rudd,,Kevin Rudd,Kevin Rudd,Kevin Michael Rudd,Kevin Michael Rudd,ケビン・ラッド,კევინ რადი,케빈 러드,Coemgenus Rudd,,Kevins Rads,Kevin Rudd,,,केव्हिन रुड,Kevin Rudd,केभिन रुड,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,"Радд, Кевин",Категория:Кевин Радд,Кевин Радд,Kevin Rudd,Kevin Rudd,Kevin Rudd,Кевин Рад,Kevin Rudd,கெவின் ரட்,เควิน รัดด์,,Kevin Rudd,Kevin Rudd,Кевін Радд,,Kevin Rudd,,陆克文,,,,,,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Liu̍k Khiet-vùn,Kevin Rudd,Kevin Rudd,كيڤين راد,كەۋىن رۇد,Kevin Rudd,കെവിൻ റൂഡ്‌,陸克文,Kevin Rudd,陆克文,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,ಕೆವಿನ್ ರುಡ್,كيڤين راد,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Author:Kevin Rudd,Kevin Rudd,Kevin Rudd,Liu̍k Khiet-vùn,Kevin Rudd,ಕೆವಿನ್ ರುಡ್,Kevin Rudd,കെവിൻ റൂഡ്‌,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,Kevin Rudd,كەۋىن رۇد,Kevin Rudd,Kevin Rudd,Kevin Rudd,陆克文,Kevin Rudd,Kevin Rudd,陸克文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Rudd,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16751614,Lucy Wicks,Lucy Wicks,,female,,,,,,1973-01-01,,,Lucy,,,,,,,,,,,,,,,Lucy Wicks (politician),,,,,,,,Lucy Wicks,Lucy Wicks,Lucy Wicks,,Lucy Wicks,Lucy Wicks,Lucy Wicks,,Lucy Wicks,,,,,Lucy Wicks,,Lucy Wicks,,,,,,,,,,Lucy Wicks,,,,,,,,Lucy Wicks,,,,,,,,,Lucy Wicks,,,,,,,,,,,,,,,Lucy Wicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucy Wicks (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q6702345,Luke Simpkins,Luke Simpkins,,male,,,,,,1964-06-08,,,Luke,,,,,,,,,,,,,,,Luke Simpkins,,,,,,,,,,Luke Simpkins,,,,,,Luke Simpkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Simpkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Simpkins,,,,,,,,,,,,,,,,,,,,,,,,,,
Q927550,Malcolm Turnbull,Malcolm Turnbull,https://upload.wikimedia.org/wikipedia/commons/f/f3/Malcolm_Turnbull_-_Flickr_-_Eva_Rinaldi_Celebrity_and_Live_Music_Photographer.jpg,male,1553625,,n88053591,113287240,,1954-10-24,/m/01tpld,,Malcolm,0000 0000 8192 7676,,http://www.malcolmturnbull.com.au/,,,,TurnbullMalcolm,,,,turnbullmalcolm,malcolmturnbull,,,Malcolm Turnbull,,麦肯·腾博,麥肯·騰博,麥肯·騰博,,,,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,"Тернбулл, Малкольм",Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Milcolumbus Turnbull,Malcolm Turnbull,マルコム・ターンブル,Malcolm Turnbull,مالکوم ترنبول,Malcolm Turnbull,Malcolm Turnbull,麦肯·腾博,Malcolm Turnbull,Малкольм Тернбулл,माल्कम टर्नबुल,Malcolm Turnbull,,Malcolm Turnbull,Malcolm Turnbull,מלקולם טרנבול,Malcolm Turnbull,맬컴 턴불,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,மால்கம் டேர்ன்புல்,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,,Malcolm Turnbull,,Malcolm Turnbull,,Malcolm Turnbull,,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,,,Малкальм Тэрнбул,,ম্যালকম টার্নবুল,Malcolm Turnbull,,Malcolm Turnbull,,मैल्कम टर्नबुल,,,مالكولم تورنبول,Malcolm Turnbull,แมลคัม เทิร์นบุลล์,Malcolm Turnbull,,Малколм Тарнбул,,Malcolm Turnbull,מאלקאלם טערנבול,,,Malcolm Turnbull,,مالكولم تورنبول,,Малкальм Тэрнбул,,ম্যালকম টার্নবুল,Malcolm Turnbull,,Category:Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,,,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,مالکوم ترنبول,Malcolm Turnbull,Malcolm Turnbull,מלקולם טרנבול,मैल्कम टर्नबुल,,Malcolm Turnbull,,Malcolm Turnbull,,Malcolm Turnbull,,マルコム・ターンブル,,맬컴 턴불,Milcolumbus Turnbull,,,,,,माल्कम टर्नबुल,Malcolm Turnbull,,Malcolm Turnbull,,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,"Тернбулл, Малкольм",,,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,,Malcolm Turnbull,மால்கம் டேர்ன்புல்,แมลคัม เทิร์นบุลล์,,,,Малкольм Тернбулл,,Malcolm Turnbull,מאלקאלם טערנבול,麦肯·腾博,,,,,Malcolm Turnbull,Malcolm Turnbull,,,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,,,Malcolm Turnbull,,,,,,,,,,Malcolm Turnbull,Malcolm Turnbull,,,,Malcolm Turnbull,,,,,,,,,,,,,,,,Malcolm Turnbull,,,,,,,,,,,,,,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Malcolm Turnbull,Малколм Тарнбул,Malcolm Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6761645,Maria Vamvakinou,Maria Vamvakinou,,female,,,,,,1959-01-04,,,Maria,,,,,,,,,,,,,,,Maria Vamvakinou,,,,,,,,,,Maria Vamvakinou,,Maria Vamvakinou,,,,Maria Vamvakinou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Vamvakinou,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6789423,Matt Thistlethwaite,Matt Thistlethwaite,https://upload.wikimedia.org/wikipedia/commons/7/7b/Matt_Thistlethwaite.jpg,male,,,,,,1972-09-06,,,Matt,,,,,,,,,,,,,,,Matt Thistlethwaite,,,,,,,,,,Matt Thistlethwaite,,Matt Thistlethwaite,,,,Matt Thistlethwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matt Thistlethwaite,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16214685,Matt Williams,Matt Williams,https://upload.wikimedia.org/wikipedia/commons/d/d1/Matt_Williams.JPG,male,,,,,,1973-03-28,,Williams,Matt,,,,,,,,,,,,,,,Matt Williams (Australian politician),,,,,,,,,,Matt Williams,Мэтт Уильямс,,,,,Matt Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matt Williams (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q16196641,Melissa Parke,Melissa Parke,https://upload.wikimedia.org/wikipedia/commons/b/bb/Member_for_Fremantle_Melissa_Parke_MP_Profile_Pic.jpg,female,,,,,,1966-08-11,,,Melissa,,,,,,,,,,,,,,,Melissa Parke,,,,,,,,,,Melissa Parke,,,,,,Melissa Parke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melissa Parke,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16195275,Melissa Price,Melissa Price,,female,,,,,,1963-12-12,,,Melissa,,,,,,,,,,,,,,,Melissa Price (politician),,,,,,,,,,Melissa Price,,,,,,Melissa Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melissa Price (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q16221628,Michael Sukkar,Michael Sukkar,,male,,,,,,1981-09-11,,,Michael,,,,,,,,,,,,,,,Michael Sukkar,,,,,,,,,,Michael Sukkar,,,,,,Michael Sukkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Sukkar,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6837228,Michelle Rowland,Michelle Rowland,,female,,,,,,1971-11-16,,,Michelle,,,,,,,,,,,,,,,Michelle Rowland,,,,,,,,,,Michelle Rowland,,,,,,Michelle Rowland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelle Rowland,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16198166,Nickolas Varvaris,Nickolas Varvaris,,male,,,,,,1974-05-25,,,,,,,,,,,,,,,,,,Nickolas Varvaris,,,,,,,,,,Nickolas Varvaris,,,,,,Nickolas Varvaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nickolas Varvaris,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3379071,Philip Ruddock,Philip Ruddock,https://upload.wikimedia.org/wikipedia/commons/4/47/PhilipRuddock.jpg,male,36027007,,,,,1943-03-12,,,Philip,,,,,,,,,,,,,,,Philip Ruddock,,,,,,,,,,Philip Ruddock,,Philip Ruddock,,,,Philip Ruddock,,,,,,,Philip Ruddock,,,,,,,,,,Philip Ruddock,,,,,,,,Philip Ruddock,,,,Philip Ruddock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip Ruddock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip Ruddock,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16196773,Rick Wilson,Rick Wilson,,male,,,,,,1966-01-02,,Wilson,Rick,,,,,,,,,,,,,,,Rick Wilson (Australian politician),,,,,,,,,,Rick Wilson,,,,,,Rick Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rick Wilson (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q7369690,Ross Vasta,Ross Vasta,,male,,,,,,1966-10-08,,,Ross,,,,,,,,,,,,,,,Ross Vasta,,,,,,,,,,Ross Vasta,,Ross Vasta,,Ross Vasta,,Ross Vasta,,,,,Ross Vasta,,Ross Vasta,,,,,,,,,,Ross Vasta,,,,,,,,Ross Vasta,,,,Ross Vasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ross Vasta,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7371808,Rowan Ramsey,Rowan Ramsey,,male,,,,,,1956-08-04,,,Rowan,,,,,,,,,,,,,,,Rowan Ramsey,,,,,,,,,,Rowan Ramsey,,,,,,Rowan Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowan Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7489916,Sharman Stone,Sharman Stone,https://upload.wikimedia.org/wikipedia/commons/a/a9/Sharman_Stone_2014.jpg,female,,,,,,1951-04-23,,,,,,,,,,,,,,,,,,Sharman Stone,,,,,,,,,,Sharman Stone,,Sharman Stone,,Sharman Stone,,Sharman Stone,,,,,,,Sharman Stone,,,,,,,,,,Sharman Stone,,,,,,,,Sharman Stone,,,,Sharman Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharman Stone,,,,,,,,,,,,,,,,,,,,,,,,,,
